11,GE-Rainbow,GE-Inv-Rainbow,Hitachi-Block,Hitachi-Pallete,Siemens-CT,Siemens-MR,Terarecon,Toshiba-MRI,Toshiba-CT-Rainbow,Toshiba-CT-Rainbow-Red,0
158,255,0,107,115,123,27,206,0,189,222,0
159,255,0,107,123,123,32,214,0,198,222,0
160,255,0,173,123,132,37,214,0,198,222,0
161,255,0,173,132,132,42,222,0,206,222,0
162,255,0,173,132,132,47,222,0,206,231,0
163,255,0,173,140,132,52,231,0,214,239,0
164,255,0,173,140,132,57,231,0,214,239,0
165,255,0,173,148,132,62,239,0,214,239,0
166,255,0,173,148,140,67,239,0,222,247,0
167,255,0,173,156,140,72,247,0,222,247,0
168,255,0,173,156,140,77,255,8,222,247,0
169,255,0,173,165,140,82,255,16,231,255,0
170,255,0,173,165,148,87,255,16,231,255,0
171,255,0,173,173,148,91,255,24,239,255,0
172,255,0,173,173,148,96,255,33,239,255,0
173,255,0,173,181,148,102,255,41,247,255,0
174,255,0,173,181,156,107,255,41,247,255,0
175,255,0,173,189,156,112,255,49,247,255,0
176,255,0,247,189,156,116,255,57,247,255,0
177,255,0,247,198,156,121,255,66,247,255,0
178,255,0,247,198,165,126,255,66,247,255,0
179,255,0,247,206,165,131,255,74,247,255,0
180,255,0,247,214,165,137,255,82,255,255,0
181,255,0,247,222,165,141,255,90,255,255,0
182,255,0,247,214,173,146,255,90,255,255,0
183,255,0,247,222,173,151,255,99,255,255,0
184,255,0,247,222,173,156,255,107,255,255,0
185,255,0,247,231,173,161,255,115,255,255,0
186,255,0,247,231,173,166,255,115,255,255,0
187,255,0,247,239,173,172,255,123,255,255,0
188,255,0,247,239,181,176,255,132,255,255,0
189,255,0,247,247,181,180,255,140,255,255,0
190,255,0,247,247,181,186,255,140,255,255,0
191,255,0,247,247,181,191,255,148,255,255,0
192,255,0,255,247,189,196,255,156,255,255,0
193,255,0,255,247,189,201,255,165,255,255,0
194,255,0,255,247,189,205,255,165,255,255,0
195,255,0,255,247,189,210,255,173,255,255,0
196,255,0,255,247,198,216,255,181,255,255,0
197,255,0,255,247,198,221,255,181,255,255,0
198,255,0,255,247,198,226,255,189,255,255,0
199,255,0,255,247,198,230,255,198,255,255,0
200,255,0,255,247,206,235,255,206,255,255,0
201,255,0,255,247,206,240,255,206,255,255,0
202,255,0,255,247,206,246,255,214,255,255,0
203,255,0,255,247,206,251,255,222,255,255,0
204,255,0,255,247,214,254,255,231,255,255,0
205,255,0,255,247,214,254,255,231,255,255,0
206,255,0,255,247,214,253,255,239,255,255,0
207,255,0,255,247,214,254,255,247,255,255,0
208,255,0,255,247,214,255,255,255,255,255,0
209,255,0,255,247,214,255,255,255,255,255,0
210,255,0,255,247,222,254,255,255,255,255,0
211,255,0,255,247,222,254,255,255,255,255,0
212,255,0,255,247,222,254,255,255,255,255,0
213,255,0,255,247,222,254,255,255,247,255,0
214,255,0,255,247,231,255,255,255,247,255,0
215,255,0,255,247,231,255,255,255,247,255,0
216,255,0,255,247,231,254,255,255,247,255,0
217,255,0,255,247,231,254,255,255,239,255,0
218,255,0,255,247,239,254,255,255,239,255,0
219,255,0,255,247,239,254,255,255,239,255,0
220,255,0,255,247,239,255,255,255,231,255,0
221,255,0,255,247,239,255,255,255,231,255,0
222,255,0,255,247,247,254,255,255,231,255,0
223,255,0,255,247,247,254,255,255,222,255,0
224,255,0,255,247,247,254,255,255,222,255,0
225,255,0,255,247,247,255,255,255,222,255,0
226,255,0,255,247,255,255,255,255,214,255,0
227,255,0,255,247,255,255,255,255,214,255,0
228,255,0,255,247,255,254,255,255,214,255,0
229,255,0,255,247,255,254,255,255,214,255,0
230,255,0,255,255,255,254,255,255,206,255,0
231,255,0,255,255,255,255,255,255,206,255,0
232,255,0,255,255,255,255,255,255,198,255,0
233,255,0,255,255,255,254,255,255,198,255,0
234,255,0,255,255,255,254,255,255,198,255,0
235,255,0,255,255,255,254,255,255,198,255,0
236,255,0,255,255,255,254,255,255,189,255,0
237,255,0,255,255,255,255,255,255,189,255,0
238,255,0,255,255,247,255,255,255,189,255,0
239,255,0,255,255,247,254,255,255,198,255,0
240,255,0,255,255,247,254,255,255,198,255,0
241,255,0,255,255,247,254,255,255,206,255,0
242,255,0,255,255,247,254,255,255,206,255,0
243,255,0,255,255,247,255,255,255,206,255,0
244,255,0,255,255,239,255,255,255,206,255,0
245,255,0,255,255,239,254,255,255,214,255,0
246,255,0,255,255,239,254,255,255,214,255,0
247,255,0,255,255,239,254,255,255,222,255,0
248,255,0,255,255,239,254,255,255,222,255,0
249,255,0,255,255,239,255,255,255,231,255,0
250,255,0,255,255,231,255,255,255,231,255,0
251,255,0,255,255,231,254,255,255,239,255,0
252,255,0,255,255,231,254,255,255,239,255,0
253,255,0,255,255,231,254,255,255,239,255,0
254,255,0,255,255,231,255,255,255,239,255,0
255,255,0,255,254,231,255,255,255,247,255,0
,,,,,,,,,,,0
,,,,,,,,,,,0
0,0,0,0,0,0,0,0,0,0,0,0
1,60,20,0,0,0,0,12,0,0,4,0
2,60,20,0,0,0,0,16,0,0,8,0
3,60,20,0,0,0,0,20,0,0,8,0
4,60,20,0,0,0,0,24,0,0,16,0
5,60,20,0,0,0,0,32,0,0,16,0
6,60,20,0,0,0,0,36,0,0,16,0
7,60,20,0,0,0,0,40,0,0,20,0
8,60,20,0,0,0,0,44,0,0,24,0
9,109,40,0,0,0,0,48,0,0,24,0
10,109,40,0,0,0,0,56,0,0,28,0
11,109,40,0,0,0,0,60,0,0,32,0
12,109,40,0,0,0,0,65,0,0,32,0
13,109,40,0,0,0,0,69,0,0,36,0
14,109,40,0,0,0,0,73,0,0,40,0
15,109,40,0,0,0,0,77,0,0,40,0
16,109,40,0,0,0,0,81,0,0,44,0
17,109,40,0,0,0,0,89,0,0,44,0
18,134,60,0,0,0,0,89,0,0,48,0
19,134,60,0,0,0,0,97,0,0,52,0
20,134,60,0,0,0,0,101,0,0,52,0
21,134,60,0,0,0,0,105,0,0,56,0
22,134,60,0,0,0,0,109,0,0,60,0
23,134,60,0,0,0,0,113,0,0,60,0
24,134,60,0,0,0,0,117,0,0,65,0
25,134,60,0,0,0,0,125,0,0,65,0
26,134,60,0,0,4,0,125,0,0,69,0
27,166,85,0,0,4,0,134,0,0,73,0
28,166,85,0,0,12,0,138,0,0,73,0
29,166,85,0,0,12,0,142,0,0,77,0
30,166,85,0,0,16,0,146,0,0,81,0
31,166,85,0,0,16,0,150,0,0,81,0
32,166,85,0,0,24,0,154,0,0,85,0
33,166,85,0,0,24,0,158,0,0,89,0
34,166,85,0,0,32,0,162,0,0,89,0
35,195,105,0,0,32,0,166,0,0,93,0
36,195,105,0,0,36,0,170,0,0,93,0
37,195,105,0,0,36,0,178,0,0,97,0
38,195,105,0,0,44,0,178,0,0,101,0
39,195,105,0,0,44,0,186,0,8,101,0
40,195,105,0,0,48,0,186,0,12,109,0
41,195,105,0,0,48,0,195,4,24,109,0
42,195,105,0,0,56,0,199,8,36,113,0
43,195,105,0,0,56,0,203,16,44,113,0
44,227,130,0,0,65,0,203,20,56,117,0
45,227,130,0,0,65,0,211,28,65,117,0
46,227,130,0,0,65,0,215,32,65,121,0
47,227,130,0,0,65,0,219,40,77,125,0
48,227,130,0,0,65,0,223,44,81,125,0
49,227,130,0,0,65,0,227,52,101,130,0
50,227,130,0,0,65,1,231,56,105,130,0
51,227,130,0,0,65,5,235,65,117,134,0
52,227,130,0,0,65,10,239,69,121,138,0
53,255,150,0,0,65,14,243,77,125,138,0
54,255,150,0,0,65,20,247,81,125,142,0
55,255,150,0,0,65,25,251,89,130,146,0
56,255,150,0,0,65,29,251,93,130,146,0
57,255,150,0,0,65,34,255,101,134,150,0
58,255,150,0,0,65,40,255,105,134,154,0
59,255,150,0,0,65,45,255,113,138,154,0
60,255,150,0,0,65,49,255,117,142,158,0
61,255,170,0,0,65,54,255,125,146,158,0
62,255,170,0,0,65,59,255,130,146,158,0
63,255,170,0,0,65,64,255,138,150,162,0
64,255,170,32,12,65,70,255,142,150,162,0
65,255,170,32,20,65,75,255,150,154,162,0
66,255,170,32,28,65,79,255,154,154,166,0
67,255,170,32,36,65,83,255,162,158,166,0
68,255,170,32,40,65,89,255,166,158,170,0
69,255,190,32,48,65,94,255,170,158,174,0
70,255,190,32,56,65,99,255,178,162,174,0
71,255,190,32,65,65,104,255,182,162,178,0
72,255,190,32,73,65,109,255,190,162,178,0
73,255,190,32,81,65,113,255,195,166,178,0
74,255,190,32,89,65,118,255,203,166,182,0
75,255,190,32,97,65,124,255,207,166,182,0
76,255,190,32,105,65,129,255,215,166,186,0
77,255,190,32,113,65,134,255,219,170,186,0
78,255,215,32,121,65,138,255,227,170,186,0
79,255,215,32,130,65,143,255,231,170,190,0
80,255,215,170,138,65,149,255,239,170,195,0
81,255,215,170,146,65,154,255,243,170,195,0
82,255,215,170,150,69,159,255,255,170,195,0
83,255,215,170,162,69,163,255,255,170,199,0
84,255,215,170,170,73,168,255,255,170,199,0
85,255,215,170,178,73,173,255,255,170,203,0
86,255,235,170,186,77,179,255,255,170,207,0
87,255,235,170,195,77,184,255,255,170,207,0
88,255,235,170,203,81,189,255,255,170,207,0
89,255,235,170,211,81,193,255,255,170,211,0
90,255,235,170,219,89,198,255,255,170,211,0
91,255,235,170,227,89,203,255,255,170,211,0
92,255,235,170,235,93,208,255,255,170,215,0
93,255,235,170,243,93,214,255,255,170,215,0
94,255,235,170,251,97,218,255,255,170,215,0
95,255,255,170,251,97,223,255,255,170,215,0
96,255,255,255,251,101,227,255,255,166,215,0
97,255,255,255,251,101,233,255,255,166,219,0
98,255,255,255,251,105,238,255,255,166,219,0
99,255,255,255,251,105,243,255,255,162,219,0
100,255,255,255,251,113,248,255,255,162,223,0
101,255,255,255,251,113,252,255,255,162,223,0
102,255,255,255,251,117,254,255,255,158,223,0
103,255,255,255,255,117,254,255,255,158,223,0
104,255,255,255,255,121,255,255,255,154,227,0
105,255,255,255,255,121,255,255,255,154,227,0
106,255,255,255,255,125,254,255,255,158,227,0
107,255,255,255,255,125,254,255,255,158,231,0
108,255,255,255,255,130,254,255,255,162,231,0
109,255,255,255,255,130,254,255,255,162,231,0
110,255,255,255,255,138,255,255,255,166,235,0
111,255,255,255,255,138,255,255,255,166,235,0
112,255,255,255,255,142,254,255,255,174,235,0
113,255,255,255,255,142,254,255,255,174,235,0
114,255,255,255,255,146,254,255,255,178,235,0
115,255,255,255,255,146,255,255,255,178,239,0
116,255,255,255,255,150,255,255,255,182,239,0
117,255,255,255,255,150,255,255,255,182,243,0
118,255,255,255,255,154,254,255,255,186,243,0
119,255,255,255,255,154,254,255,255,190,243,0
120,255,255,255,255,162,254,255,255,195,243,0
121,255,255,255,255,162,255,255,255,195,247,0
122,255,255,255,255,166,255,255,255,199,247,0
123,255,255,255,255,166,254,255,255,203,247,0
124,255,255,255,255,170,254,255,255,207,247,0
125,255,255,255,255,170,254,255,251,207,251,0
126,255,255,255,255,174,254,255,243,207,251,0
